City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Khor,RU,47.8861,134.9464,42.21,92,100,3.65,overcast clouds
701,Perth,AU,-31.9333,115.8333,48.04,92,0,5.75,clear sky
702,Guiratinga,BR,-16.3494,-53.7583,93.0,33,99,10.94,overcast clouds
703,Zhangye,CN,38.9342,100.4517,47.97,36,98,3.36,overcast clouds
704,Oriximina,BR,-1.7656,-55.8661,94.01,43,79,6.06,broken clouds
705,Hluti,SZ,-27.2167,31.6167,55.26,82,100,4.92,overcast clouds
706,Meadow Lake,US,34.8014,-106.5436,74.48,39,54,6.46,broken clouds
707,Kichera,RU,55.9375,110.0997,33.35,78,100,4.07,overcast clouds
708,Ozinki,RU,51.1786,49.6769,51.51,53,100,5.59,overcast clouds
709,Jiangyou,CN,31.7667,104.7167,72.39,93,100,5.19,light rain
710,Rudnichnyy,RU,59.617,52.4703,29.77,86,18,3.29,few clouds
711,Longyan,CN,25.1072,117.0225,70.07,97,0,1.88,clear sky
712,Eirunepe,BR,-6.6603,-69.8736,89.37,52,100,2.13,moderate rain
713,Nueva Guinea,NI,11.6876,-84.4562,82.15,79,50,9.13,scattered clouds
714,Yeppoon,AU,-23.1333,150.7333,73.18,93,2,3.71,clear sky
715,Panzhihua,CN,26.5851,101.7128,68.31,91,9,0.63,clear sky
716,Ruiru,KE,-1.1606,36.9567,66.67,74,100,3.94,light rain
